,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
252,1.0,1523.0,47.3,1.64,16.7,9.75,6.01,10.4,0.0,3.29,1.84,2.8,63.53,0.0,36.47,0.0,1231.0
253,1.6,1628.15,47.9,0.74,18.3,7.9,11.5,11.4,0.05,2.4,0.0,0.0,63.53,0.0,36.47,0.0,1400.0
254,0.8,1723.15,54.22,1.55,18.26,2.86,9.05,10.1,0.01,2.72,0.64,0.0,51.59,12.17,34.57,0.36,1622.0
255,1.0,1523.0,49.8,1.31,15.8,10.1,8.6,11.2,0.0,2.48,0.09,0.7,63.53,0.0,36.47,0.0,1246.0
256,0.0,1673.15,57.6,2.4,15.7,3.9,9.8,10.2,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1567.0
257,0.0,1673.15,55.3,1.4,16.9,3.7,8.7,13.5,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1683.0
258,1.0,1523.0,49.9,1.38,16.6,10.5,7.8,10.8,0.0,2.71,0.12,0.9,63.53,0.0,36.47,0.0,1180.0
259,1.0,1523.0,51.83,0.99,17.37,7.08,7.27,10.46,0.0,2.48,0.73,2.72,50.39,11.72,36.46,0.94,1355.0
260,0.8,1723.15,56.18,1.62,19.22,2.37,9.04,10.1,0.01,1.98,0.53,0.0,46.86,17.07,35.73,0.14,1180.0
261,0.0,1673.15,63.7,0.0,13.6,9.7,4.1,9.4,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1345.0
262,1.0,1543.0,52.98,1.15,16.41,4.11,3.36,10.16,0.0,2.51,6.01,2.58,62.95,0.0,36.07,0.99,1184.0
263,2.0,1613.15,45.93,3.73,11.67,17.01,4.23,8.81,0.0,2.4,1.28,1.03,63.53,0.0,36.47,0.0,1700.0
264,0.0,1673.15,57.3,2.4,14.7,5.6,9.0,9.9,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1588.0
265,1.6,1628.15,47.7,0.72,18.5,8.2,10.9,11.3,0.02,2.5,0.0,0.0,63.53,0.0,36.47,0.0,1400.0
266,0.5,1673.15,52.0,2.13,17.68,8.4,7.3,10.18,0.0,1.34,0.97,0.0,63.53,0.0,36.47,0.0,1640.0
267,1.1,1588.15,49.0,0.67,18.3,4.9,11.9,12.1,0.06,2.6,0.0,0.0,63.53,0.0,36.47,0.0,1100.0
268,1.5,1673.15,54.83,0.4,7.78,5.07,12.93,15.33,0.0,0.33,0.11,0.0,52.04,11.43,35.97,0.56,1443.04
269,1.0,1623.0,48.2,1.65,16.9,9.81,6.32,10.8,0.0,3.34,1.82,0.0,62.3,0.67,35.0,1.36,1545.0
270,1.0,1523.0,51.94,1.2,17.74,6.34,7.57,10.96,0.0,2.58,0.88,3.21,51.91,11.55,36.23,0.82,1402.0
271,1.5,1573.15,48.5,0.8,14.81,9.24,10.05,12.06,0.0,1.81,0.0,0.0,61.25,0.66,35.98,2.11,1676.62
272,1.0,1573.0,47.9,1.68,16.6,9.48,6.33,10.9,0.0,3.29,1.83,0.0,62.3,0.24,34.9,2.27,1489.0
273,1.5,2073.15,47.76,0.03,10.83,0.89,20.39,18.2,0.0,0.07,0.0,0.0,4.71,68.72,24.79,0.0,968.71
274,0.0,1673.15,60.4,0.0,11.2,9.7,12.4,6.3,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1417.0
275,1.0,1543.0,54.7,0.9,18.02,1.85,4.18,11.33,0.0,2.28,3.35,3.39,63.29,0.0,36.26,0.44,1211.0
276,1.0,1523.0,50.99,0.71,16.85,8.51,7.08,10.35,0.0,2.51,0.84,0.0,58.92,4.75,35.31,1.37,1328.0
277,1.0,1543.0,53.37,1.09,16.42,4.43,3.14,9.51,0.0,2.52,6.24,2.84,62.9,0.0,36.04,1.06,1214.0
278,2.0,1733.15,54.38,1.19,14.71,11.11,4.58,8.01,0.0,2.67,1.14,0.0,63.53,0.0,36.47,0.0,1700.0
279,1.0,1703.0,59.3,0.82,15.9,8.24,1.96,5.58,0.0,4.07,1.96,0.0,63.5,0.33,34.3,1.77,1070.0
280,0.0,1673.15,60.4,0.0,11.2,9.6,12.4,6.3,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1552.0
281,0.0,1638.15,51.3,0.36,10.7,9.9,17.9,9.17,0.27,0.06,0.01,0.0,39.9,24.8,35.9,0.0,1450.0
282,1.0,1523.0,52.16,1.12,17.37,6.12,7.61,10.47,0.0,2.79,0.99,1.7,62.64,0.0,35.89,1.47,1255.0
283,1.5,1873.0,42.75,0.0,15.05,8.12,15.78,16.12,0.0,0.11,0.0,0.0,26.36,45.64,28.78,0.63,1264.0
284,2.4,1773.15,50.0,0.21,9.66,5.92,22.6,10.8,0.29,0.24,0.0,0.0,62.3,0.37,36.7,0.0,1610.0
285,1.0,1523.0,48.9,1.31,14.0,9.6,8.8,11.3,0.0,2.32,0.09,2.8,63.53,0.0,36.47,0.0,1409.0
286,0.0,1673.15,61.8,0.0,13.2,11.9,4.0,9.2,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1580.0
287,0.0,1671.0,51.32,3.18,9.67,12.65,11.87,9.97,0.0,0.02,0.0,0.0,91.04,0.0,9.35,0.0,1367.12
288,0.0,1637.15,49.6,0.35,10.64,11.9,17.2,8.81,0.35,0.15,0.02,0.0,25.9,41.1,33.3,0.0,1010.0
289,0.0,1627.15,53.6,0.35,11.0,6.8,18.4,9.84,0.28,0.11,0.01,0.0,44.6,17.3,36.8,0.0,1400.0
290,1.5,1673.15,51.8,2.5,17.7,8.6,7.3,9.94,0.0,1.22,0.9,0.0,63.53,0.0,36.47,0.0,1220.0
291,5.5,2073.15,50.2,1.6,17.21,10.22,7.4,10.11,0.0,1.9,0.9,0.0,63.53,0.0,36.47,0.0,1335.0
292,3.0,1693.15,54.38,1.19,14.71,8.62,4.58,8.01,0.0,2.67,1.14,0.0,64.04,0.0,35.96,0.4,1100.0
293,1.0,1523.0,48.5,1.65,16.7,9.24,6.31,10.8,0.0,3.36,1.85,0.0,62.7,0.41,34.8,2.51,1417.0
294,1.0,1523.0,52.73,1.1,17.33,5.9,7.2,10.51,0.0,2.55,0.79,0.0,48.64,13.76,35.34,1.26,1053.0
295,1.5,1908.15,49.42,0.87,9.39,11.32,16.94,7.79,0.0,1.22,0.73,0.0,57.98,5.12,34.57,2.33,1496.0
296,1.0,1523.0,50.34,1.09,17.29,5.92,7.21,10.51,0.0,2.54,0.8,0.0,62.67,0.0,35.91,1.42,1069.0
297,2.0,1653.15,54.38,1.19,14.71,11.11,4.58,8.01,0.0,2.67,1.14,0.0,63.53,0.0,36.47,0.0,1400.0
298,1.0,1573.15,47.1,0.7,17.7,8.7,11.9,10.8,0.07,2.21,0.0,0.0,63.53,0.0,36.47,0.0,1600.0
299,0.5,1673.15,50.42,1.8,16.92,9.95,7.06,9.66,0.0,2.45,0.79,0.0,63.53,0.0,36.47,0.0,1725.0
300,0.5,1523.0,49.4,1.69,17.0,8.4,6.41,10.9,0.0,3.38,1.78,0.0,63.53,0.0,36.47,0.0,1386.0
301,0.8,1723.15,49.48,0.77,17.04,8.18,11.39,11.98,0.01,2.12,0.13,0.0,58.35,4.81,34.5,1.96,1601.0
302,1.6,1628.15,47.7,0.72,18.2,8.2,11.4,11.1,0.04,2.4,0.0,0.0,63.53,0.0,36.47,0.0,1400.0
303,0.8,1723.15,50.92,0.86,17.75,5.07,11.26,12.13,0.01,2.27,0.13,0.0,51.12,11.62,35.29,1.07,1300.0
304,1.0,1673.0,48.51,2.95,9.23,18.56,11.32,9.55,0.0,0.24,0.0,0.0,87.26,0.0,10.44,0.0,1695.86
305,1.5,1673.15,50.01,0.81,15.12,7.62,10.18,12.11,0.0,1.96,0.0,0.0,54.63,9.97,33.6,1.8,1560.74
306,1.5,1873.0,40.74,0.0,14.3,13.51,14.66,14.95,0.0,0.12,0.0,0.0,27.23,45.09,27.95,1.04,1455.0
307,1.5,1773.15,51.34,1.57,17.62,9.8,7.44,9.29,0.0,2.93,0.8,0.0,63.53,0.0,36.47,0.0,1570.0
308,1.0,1543.0,54.08,1.11,16.3,4.95,3.81,9.88,0.0,2.98,4.22,3.14,62.82,0.0,35.99,1.19,1434.0
309,0.0,1673.15,55.9,0.0,16.3,5.5,12.0,9.7,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1576.0
310,0.8,1723.15,55.88,1.63,18.69,0.98,9.98,10.61,0.0,1.87,0.53,0.0,43.83,18.71,37.23,0.14,1466.0
311,2.0,1693.15,54.38,1.19,14.71,11.11,4.58,8.01,0.0,2.67,1.14,0.0,63.53,0.0,36.47,0.0,1500.0
312,1.2,1588.15,48.0,0.61,18.4,5.1,12.6,11.5,0.09,1.78,0.0,0.0,63.53,0.0,36.47,0.0,1500.0
313,1.0,1523.0,50.0,1.28,16.1,9.9,8.48,11.0,0.0,2.59,0.0,0.0,63.53,0.0,36.47,0.0,1214.0
314,23.0,2473.0,49.31,0.13,5.18,4.68,36.05,3.7,0.36,0.0,0.0,0.0,57.7,0.11,38.8,1.5,1646.0
315,1.0,1523.0,52.78,1.2,16.91,6.49,7.35,10.53,0.0,2.52,0.81,1.21,50.65,12.08,33.74,2.09,1151.0
316,0.0,1673.15,60.0,0.0,11.2,10.1,12.4,6.3,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1480.0
317,1.5,2073.15,47.88,0.02,10.08,0.9,20.62,18.25,0.0,0.08,0.0,0.0,6.12,63.74,28.64,0.05,1380.47
318,0.0,1473.15,50.86,6.33,10.39,4.76,11.02,12.77,0.0,1.09,0.58,0.0,59.12,1.52,38.14,0.0,1256.0
319,1.25,1693.15,60.78,0.83,17.38,3.45,3.19,6.09,0.0,4.16,1.2,0.44,63.86,0.0,36.14,0.26,1400.0
320,1.0,1523.0,51.28,0.89,17.13,7.13,7.19,10.69,0.0,2.58,0.83,0.0,64.65,0.03,36.75,1.14,1398.0
321,0.0,1673.15,67.7,0.0,15.0,1.86,4.6,10.1,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,960.0
322,1.6,1628.15,47.4,0.73,18.1,8.6,11.2,11.0,0.03,2.4,0.0,0.0,63.53,0.0,36.47,0.0,1400.0
323,1.5,1673.15,43.92,0.02,15.94,4.42,15.51,16.81,0.0,0.23,0.0,0.0,30.68,35.99,32.82,0.52,1164.8
324,1.0,1583.0,43.09,1.17,17.8,12.65,6.59,14.36,0.0,0.59,0.26,0.0,60.63,0.3,32.36,2.35,1635.0
325,1.5,1673.15,56.19,0.0,20.5,3.15,6.66,11.48,0.0,0.0,0.0,0.0,60.97,0.23,36.85,0.92,1100.0
326,0.0,1473.15,51.67,6.09,9.57,5.89,9.76,12.15,0.0,1.79,1.13,0.0,59.82,1.85,36.83,0.0,1284.0
327,1.5,1673.15,56.28,0.34,15.76,5.16,3.34,11.35,0.0,2.62,2.5,0.0,61.92,0.37,37.08,0.63,1209.73
328,1.0,1723.15,51.7,0.56,13.5,7.93,13.8,8.15,0.02,3.17,0.77,0.0,60.8,0.41,36.2,0.0,1500.0
329,16.0,2473.0,42.95,0.14,2.91,3.7,45.47,3.22,0.06,0.0,0.0,0.0,60.45,0.25,34.51,0.63,6244.0
330,1.0,1783.0,38.37,9.9,7.66,19.4,8.22,10.99,0.0,0.38,0.18,0.0,60.58,0.25,32.98,3.31,6052.0
331,1.5,1673.15,35.68,0.55,10.64,25.79,8.36,12.61,0.0,1.33,0.12,0.0,63.99,0.57,29.06,6.33,6135.72
332,1.5,1683.0,34.18,17.79,5.2,18.59,12.01,7.38,0.0,0.22,0.16,0.0,59.82,0.0,36.04,4.46,6273.0
333,1.5,1673.15,38.01,0.61,11.99,26.07,7.97,9.48,0.0,1.42,0.0,0.0,63.77,0.5,30.62,6.72,6790.32
334,1.5,1673.15,37.6,0.59,10.77,27.24,7.6,9.45,0.0,1.36,0.0,0.0,60.5,4.26,29.23,6.01,5899.74
335,11.0,2473.0,41.12,0.15,2.95,6.67,45.61,3.26,0.1,0.0,0.0,0.0,57.84,0.14,37.93,2.13,6417.0
336,1.0,1873.15,48.5,0.36,6.1,14.3,20.9,6.9,0.0,0.54,0.04,0.0,61.15,0.0,33.26,0.0,5540.0
337,8.0,2173.0,38.37,0.16,1.77,6.08,49.09,3.04,0.07,0.0,0.0,0.0,59.89,0.22,35.73,5.03,5945.0
338,1.5,1873.0,38.16,10.21,9.67,19.24,8.32,11.53,0.38,0.39,0.05,0.0,63.26,0.0,34.75,1.97,5864.0
339,1.5,1923.15,43.31,0.0,13.56,10.76,9.33,20.12,0.0,0.0,0.0,0.0,59.37,1.63,37.52,1.48,5789.29
340,8.0,2173.0,37.95,0.23,4.17,6.69,46.65,3.92,0.18,0.0,0.0,0.0,60.34,0.25,35.26,4.77,5589.0
341,1.5,1923.15,38.5,0.62,11.28,26.4,7.8,9.14,0.0,1.38,0.0,0.0,60.76,4.14,28.78,6.32,6072.32
342,1.0,1783.0,39.63,0.78,14.98,17.92,6.49,15.72,0.0,0.84,0.04,0.0,62.06,0.33,32.35,3.63,5655.0
343,1.0,1783.0,34.89,9.1,6.81,27.22,7.63,9.24,0.0,0.39,0.16,0.0,41.83,26.14,26.78,2.96,5852.0
344,1.5,1923.15,50.27,0.0,10.65,12.67,23.97,0.35,0.0,0.0,0.0,0.0,56.89,3.02,38.56,1.53,4040.85
345,1.0,1583.0,37.75,9.83,7.69,18.01,7.88,12.47,0.0,0.38,0.21,0.0,60.13,0.27,32.81,4.06,4110.0
346,1.5,1873.0,34.22,0.0,11.66,20.59,15.3,14.15,0.0,0.13,0.0,0.0,39.56,31.7,26.72,3.4,3568.0
347,21.0,2473.0,42.71,0.16,3.03,4.71,44.76,3.3,0.09,0.0,0.0,0.0,54.99,0.19,42.53,1.66,4293.0
348,16.0,2473.0,42.43,0.17,3.17,4.96,44.95,3.55,0.07,0.0,0.0,0.0,59.67,0.15,37.45,1.14,3602.0
349,1.5,1923.15,53.28,0.0,21.64,1.98,8.13,12.02,0.0,0.0,0.0,0.0,61.66,0.37,36.68,0.37,4200.0
350,2.0,1873.15,48.0,0.55,8.0,14.96,10.73,13.22,0.0,1.42,0.16,0.0,63.0,0.0,35.0,0.0,4300.0
351,1.5,1873.15,49.5,0.38,6.2,13.4,20.6,7.5,0.0,0.45,0.03,0.0,62.1,0.0,36.0,0.0,4100.0
352,0.0,1673.15,44.5,15.1,9.1,6.8,11.3,12.0,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,3999.0
353,1.0,1883.0,48.26,9.5,8.3,9.5,12.19,8.89,0.0,0.71,0.03,0.0,61.12,0.0,35.04,2.28,4130.0
354,1.0,1783.0,29.15,1.41,9.14,41.0,7.63,6.86,0.0,0.47,0.28,0.0,24.1,48.76,22.96,2.23,4027.0
355,1.0,1783.0,45.18,4.99,6.89,14.2,16.21,8.41,0.0,0.62,0.1,0.0,59.08,0.0,31.68,3.41,3644.0
356,0.0,1671.0,43.44,2.72,8.26,26.49,9.93,8.54,0.0,0.02,0.0,0.0,90.39,0.0,10.03,0.0,3718.74
357,11.0,2273.0,39.61,0.24,4.29,9.13,41.29,5.0,0.16,0.0,0.0,0.0,56.96,0.16,37.15,2.44,3611.0
358,5.5,2073.15,43.7,0.03,9.59,8.46,20.33,16.36,0.0,0.04,0.0,0.0,64.71,0.23,33.28,1.24,4200.79
359,1.0,1683.0,55.34,0.24,9.6,18.06,1.51,3.59,0.0,0.63,5.28,0.0,62.7,0.32,29.65,5.02,4144.0
360,2.5,2073.15,43.49,0.01,9.42,10.07,19.61,16.76,0.0,0.05,0.0,0.0,64.73,0.11,34.17,1.87,3800.89
361,0.0,1673.15,44.7,15.3,9.8,4.7,12.3,12.4,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,4012.0
362,1.5,1673.0,38.63,10.44,9.5,17.91,8.45,12.78,0.38,0.38,0.05,0.0,63.38,0.0,33.62,2.56,3941.0
363,2.0,1873.15,49.8,0.52,5.8,17.0,19.6,6.6,0.0,0.53,0.03,0.0,62.8,0.0,35.0,0.0,3800.0
364,2.5,1873.15,45.9,0.49,10.6,15.8,9.9,13.89,0.0,1.64,0.16,0.0,61.9,0.0,36.0,0.0,3700.0
365,1.0,1783.0,38.58,1.69,10.88,22.9,10.03,9.26,0.0,0.51,0.26,0.0,43.23,24.46,27.61,2.61,3909.0
366,1.0,1783.0,43.52,2.43,11.74,15.78,12.53,10.21,0.0,0.34,0.13,0.0,63.57,0.18,32.59,3.79,3703.0
367,1.5,1923.15,52.69,0.0,10.49,13.56,10.25,10.13,0.0,0.0,0.0,0.0,58.59,2.73,37.12,1.56,4357.59
368,2.0,1783.0,40.87,5.56,7.4,18.75,13.49,9.23,0.0,0.47,0.13,0.0,60.46,0.0,32.13,4.5,3658.0
369,1.5,1673.0,39.06,10.87,8.89,18.31,8.31,12.16,0.39,0.35,0.06,0.0,64.06,0.0,33.62,2.26,3776.0
370,1.0,1773.0,43.78,4.56,13.09,14.97,7.05,13.43,0.01,0.51,0.15,0.0,63.98,0.0,33.37,2.35,4054.0
371,0.5,1773.15,47.66,1.77,10.74,12.2,16.87,8.51,0.0,1.79,0.34,0.0,63.53,0.0,36.47,0.0,4010.0
372,1.0,1673.0,49.44,2.86,9.38,16.2,11.45,9.75,0.0,0.26,0.0,0.0,60.55,0.0,36.57,2.69,3598.57
373,18.0,2473.0,42.08,0.14,2.84,4.94,45.81,2.94,0.09,0.0,0.0,0.0,56.9,0.18,39.49,1.5,3782.0
374,2.5,1873.15,48.6,0.64,9.6,16.4,9.0,12.7,0.0,1.36,0.16,0.0,61.1,0.0,35.0,0.0,4100.0
375,2.5,1873.15,48.9,0.47,7.1,17.1,17.2,7.63,0.0,0.6,0.05,0.0,62.8,0.0,34.9,0.0,3500.0
376,18.0,2473.0,43.38,0.17,3.21,5.25,42.79,3.49,0.11,0.0,0.0,0.0,58.82,0.24,38.09,1.18,3908.0
